matPath,G,S,R,TW,label,nStates,dur_s,measRows,rad_rms,alo_rms,crs_rms,pos3d_rms,rad_final,rad_mean,rad_std,rad_p95,rad_absmax,clk_rms_m,clk_rms_ns,clk_final_m,clk_final_ns,corr_rad_clk,att_estimated,att_rms_deg,att_roll_deg,att_pitch_deg,att_yaw_deg,meanNIS,dofNIS,nisPerDof,physNIS,physDof,physNisPerDof,neesPos,neesClk,cov_rad_pct,sig_rad_final,cov_clk_pct,sig_clk_final_m,vel_rms,vel_final,drift_rms_mps,drift_final_mps,clk_rms_ps,clk_final_ps,nees_pos,nees_vel,nees_clk,nees_att,ratio_pos,ratio_rad,ratio_clk,ratio_vel,ratio_drift,pdop,tdop,gdop,obsRankPhys,obsRankGauge,obsCondPhys,obsCondGauge,settle_s,settle_pos_s
/Users/ludwigmatuschka/Library/CloudStorage/OneDrive-Persönlich/Dokumente/ICH/Karriere/Cranfield/IRP/Codes/IRP_Simulation/oo_v1/output/Report_20260715/Battery_idealised_1.58#1.23/Report_ts3600_G5S1R4_TW0/Report_ts3600_G5S1R4_TW0.mat,5,1,4,0,idea_1.58_1.23,59,3600,100,2.62059739625192,4.33071449942335,3.44125852568374,6.12085606997494,-1.90180783415732,-1.36570870507379,2.23815061666072,4.7036035450964,5.80238780176696,2.84110132635173,9.47689393290786,2.25727056991204,7.52944415270127,-0.999984866980141,1,0.134510282844216,0.11221524085949,0.0723841952379122,0.0161642874707624,90.9125987823543,100,0.909125987823542,90.9125987823543,100,0.909125987823542,NaN,NaN,100,9.22862930925695,100,10.6089816005604,0.000667144577904699,0.000679518393493858,0.00055358421632519,-0.000811245311938341,9476.89393290786,7529.44415270127,10.3462742802432,0.488668424915797,0.106273935628567,0.720142355470057,1.75557690810155,3.52157463121046,3.7341088479176,2.35646268008757,2.65008676774664,455.154900602563,452.209147032358,641.606652872518,2,2,4565.07109928555,4565.07109928555,946,116
/Users/ludwigmatuschka/Library/CloudStorage/OneDrive-Persönlich/Dokumente/ICH/Karriere/Cranfield/IRP/Codes/IRP_Simulation/oo_v1/output/Report_20260715/Battery_realism_1.58#1.23/Report_ts3600_G5S1R4_TW0/Report_ts3600_G5S1R4_TW0.mat,5,1,4,0,real_1.58_1.23,59,3600,99,6.86021350394852,5.71091361776949,7.59275490847298,11.7186599391536,6.49961083407066,6.09837586010585,3.14420940358941,11.0013651179395,12.5002779384679,6.16190217916663,20.5538932509324,-5.68949856473785,-18.9781244087796,-0.999995661993132,1,3.02210551572321,2.99512141533931,0.355842209152563,0.189065538176347,85.523779970856,99,0.863876565362182,85.523779970856,91.9444598722577,0.930167843605561,NaN,NaN,100,6.98948957248619,100,8.09014652862021,0.00221893126124263,0.00224372821598984,0.00123015251121281,-0.00123176527758793,20553.8932509324,-18978.1244087796,20.7082362123337,1.17109896005008,0.462106190664472,0.26854375394542,0.704848368157318,1.01884432145782,1.31293004877178,0.739663772092144,1.22511035598285,559.63852570908,556.028098320788,788.899566717664,2,2,4969.04201801568,4969.04201801568,1786,748
/Users/ludwigmatuschka/Library/CloudStorage/OneDrive-Persönlich/Dokumente/ICH/Karriere/Cranfield/IRP/Codes/IRP_Simulation/oo_v1/output/Report_20260715/Battery_idealised_2.11#2.02/Report_ts3600_G5S1R4_TW0/Report_ts3600_G5S1R4_TW0.mat,5,1,4,0,idea_2.11_2.02,59,3600,91,2.47838294706646,3.34886231996607,2.74332759669401,4.98829702134719,-1.34867620339541,-1.69956732970218,1.805096164832,4.6485411532773,5.69057924173946,2.5526459013594,8.51471020448219,1.43157528531359,4.77522114753663,-0.999992258564122,1,0.124334411669955,0.102760591828234,0.0676362992822705,0.018017705509419,74.0761718195297,91,0.814023866148678,74.0761718195297,91.6911968897528,0.807887499915581,NaN,NaN,100,8.55967156717551,100,9.83875137203667,0.000918559786103336,0.00125177617153813,0.00077508334871923,-0.00127124988520004,8514.71020448219,4775.22114753663,6.3591881198707,0.779510322774511,0.173114774410432,0.815548775860834,1.9999670783896,3.45373243360441,3.85433458154031,1.64092756655968,1.81409224801456,436.224376338688,433.403853670064,614.923253400314,2,2,3554.11794280255,3554.11794280255,953,129
/Users/ludwigmatuschka/Library/CloudStorage/OneDrive-Persönlich/Dokumente/ICH/Karriere/Cranfield/IRP/Codes/IRP_Simulation/oo_v1/output/Report_20260715/Battery_realism_2.11#2.02/Report_ts3600_G5S1R4_TW0/Report_ts3600_G5S1R4_TW0.mat,5,1,4,0,real_2.11_2.02,59,3600,84,10.4328420763173,5.64608305877264,8.25975634056375,14.454965323425,13.121811438304,5.22592264183602,9.03588224222023,18.1368129572221,19.8073431944525,10.1808523121921,33.9596678986236,-12.6664679710055,-42.2507892810484,-0.999993701055714,1,4.0293686082652,3.55473938331006,1.75293912192992,0.725840018754128,77.094530472396,84,0.917792029433285,77.094530472396,85.8372674257151,0.898147538761235,NaN,NaN,92.0943134535368,5.57843467610566,100,6.47433167983604,0.00596978189067101,0.00706654638872777,0.00484833927614761,-0.00596014918551608,33959.6678986236,-42250.7892810484,24.287681657133,8.65575164708442,4.82120789126203,0.0756215753677714,0.461141093895109,0.534699426608669,0.635932187335899,0.281058161760176,0.317876020798727,542.074058305006,538.580218850121,764.14196159235,2,2,3521.2118726566,3521.2118726566,2031,810
/Users/ludwigmatuschka/Library/CloudStorage/OneDrive-Persönlich/Dokumente/ICH/Karriere/Cranfield/IRP/Codes/IRP_Simulation/oo_v1/output/Report_20260715/Battery_idealised_6.42#5.92/Report_ts3600_G5S1R4_TW0/Report_ts3600_G5S1R4_TW0.mat,5,1,4,0,idea_6.42_5.92,59,3600,99,2.09947008851004,3.58250741714993,2.09462888451636,4.65076383084896,0.371275499914125,-1.51739025148452,1.45197297050518,3.53731853219871,4.25854999248691,2.10113789384542,7.00864160447098,-0.387034296753361,-1.29100745007188,-0.999992049022642,1,2.92832543940348,2.68536937563251,0.470578752889702,1.06884836754395,80.1668337371411,99,0.80976599734486,80.1668337371411,97.7814495973341,0.819857284457018,NaN,NaN,100,3.82723098199417,100,4.40226706127125,0.000764367286003067,0.00098497681058574,0.00066873070886151,-0.00104094177295477,7008.64160447098,-1291.00745007188,6.10987774992334,0.870220003111709,0.305825218649645,0.393820223152066,0.986869295846018,1.82295094506933,2.09518236483489,1.66750976455361,1.75687356904087,439.792941414748,436.948753739145,619.953260674928,2,2,4210.71883099717,4210.71883099717,1070,128
/Users/ludwigmatuschka/Library/CloudStorage/OneDrive-Persönlich/Dokumente/ICH/Karriere/Cranfield/IRP/Codes/IRP_Simulation/oo_v1/output/Report_20260715/Battery_realism_6.42#5.92/Report_ts3600_G5S1R4_TW0/Report_ts3600_G5S1R4_TW0.mat,5,1,4,0,real_6.42_5.92,59,3600,89,6.89971456027455,5.03918739818661,6.33508235386492,10.6363875012881,8.16451021101868,5.79226583891265,3.75169818807992,11.970243827139,13.4369740016193,6.60650681813817,22.0369346921268,-7.85104055193642,-26.1882523807067,-0.999997127028387,1,2.86484408391055,2.06847246687816,1.86797996330473,0.662875656195271,80.1444981148133,89,0.900499978818127,80.1444981148133,89.5448486531519,0.895020755747208,NaN,NaN,100,5.98703686748543,100,6.94456626811668,0.00311826771969802,0.00342453454765474,0.00212248635077605,-0.00245099414034703,22036.9346921268,-26188.2523807067,15.3212367538353,2.29477530904024,1.10200658394597,0.259893274291536,0.670013161268095,0.867722398540381,1.05117068055547,0.52566997332172,0.707625985384879,545.316812943567,541.801390601515,768.712673244884,2,2,4114.90835583727,4114.90835583727,1907,753
/Users/ludwigmatuschka/Library/CloudStorage/OneDrive-Persönlich/Dokumente/ICH/Karriere/Cranfield/IRP/Codes/IRP_Simulation/oo_v1/output/Report_20260715/Battery_idealised_5.00#2.10/Report_ts3600_G5S1R4_TW0/Report_ts3600_G5S1R4_TW0.mat,5,1,4,0,idea_5.00_2.10,59,3600,100,3.61654793455905,4.79102685316925,4.0061112953261,7.21680573254481,-1.56205164570782,-2.52989683405863,2.58617814888647,5.79170634395236,6.55602388889913,3.45195944361071,11.5144972846872,1.27699304940003,4.25959031097451,-0.99995138146423,1,1.74149938254995,0.532427545692072,1.45429893661546,0.796464444259324,167.165247227857,100,1.67165247227857,167.165247227857,100,1.67165247227857,NaN,NaN,100,7.8328289878433,100,9.00446483767559,0.000766091782041349,0.000882593165010027,0.000700945087217733,-0.000982462025510068,11514.4972846872,4259.5903109745,13.249546909003,0.506556702656801,0.201424944403817,4.14986824842672,1.2668556464163,2.16583026952146,2.60850829355545,1.98684222697276,2.02897129746689,510.933811754173,507.623823960649,720.232814933622,2,2,4607.82909999582,4607.82909999582,1087,112
/Users/ludwigmatuschka/Library/CloudStorage/OneDrive-Persönlich/Dokumente/ICH/Karriere/Cranfield/IRP/Codes/IRP_Simulation/oo_v1/output/Report_20260715/Battery_realism_5.00#2.10/Report_ts3600_G5S1R4_TW0/Report_ts3600_G5S1R4_TW0.mat,5,1,4,0,real_5.00_2.10,59,3600,100,4.65845372686057,5.79680432497177,8.42998539127305,11.2413871565919,4.06764248276192,2.22796133822324,4.09397432343711,9.1593215513002,10.476053561263,4.66649964807106,15.5657673285132,-3.90791955903876,-13.0354165181793,-0.999980046229219,1,3.64391657716785,3.29629070282007,0.358125980467495,1.51140378654244,140.448094920731,100,1.40448094920731,140.448094920731,87.8933629547348,1.59793743462816,NaN,NaN,100,8.30780491379605,100,9.59710040527092,0.00226125726712915,0.00217609465315275,0.00134247477978958,-0.00125103085721751,15565.7673285132,-13035.4165181793,23.7918601835319,1.10376277736468,0.383485985222033,1.13056192928102,0.868144974207138,1.78338251293415,2.05659512033564,0.750080606364456,1.16199362409846,616.932171642319,612.947149336271,869.66057365157,2,2,5732.96931534846,5732.96931534846,1643,807
/Users/ludwigmatuschka/Library/CloudStorage/OneDrive-Persönlich/Dokumente/ICH/Karriere/Cranfield/IRP/Codes/IRP_Simulation/oo_v1/output/Report_20260715/Battery_idealised_8.40#7.90/Report_ts3600_G5S1R4_TW0/Report_ts3600_G5S1R4_TW0.mat,5,1,4,0,idea_8.40_7.90,59,3600,97,3.39818983760956,3.44625360183699,2.08387378857928,5.26942957323989,-0.453959467612329,-2.93680097740785,1.71083423124368,5.56276085368576,6.44040304279537,3.37067613374365,11.2433653475821,0.409441787383911,1.36575079345028,-0.999991583674379,1,2.60767414787059,1.38622686687214,2.03789779973255,0.851652565826983,77.4220294594359,97,0.798165252159133,77.4220294594359,95.4926409330741,0.810764355273167,NaN,NaN,100,3.55171671582652,100,4.08535925410549,0.000747498752551202,0.00102315932697337,0.000651212347214082,-0.00108246610045177,11243.3653475821,1365.75079345028,5.82898744429023,0.901214202009476,0.585491980094933,0.646321957604446,0.812753479991852,1.04517901752215,1.21202960237182,1.69220078990161,1.78953617134812,438.031619876732,435.19910928499,617.470619083356,2,2,3957.16082575043,3957.16082575043,1158,128
/Users/ludwigmatuschka/Library/CloudStorage/OneDrive-Persönlich/Dokumente/ICH/Karriere/Cranfield/IRP/Codes/IRP_Simulation/oo_v1/output/Report_20260715/Battery_realism_8.40#7.90/Report_ts3600_G5S1R4_TW0/Report_ts3600_G5S1R4_TW0.mat,5,1,4,0,real_8.40_7.90,59,3600,88,7.05291759431175,5.10560188198372,6.69455827103845,10.9830745974794,8.52468758921843,5.04424267586948,4.9328502303102,12.7925255185686,14.1898078514069,6.8324471308137,22.7905904517908,-8.24281766379829,-27.4950801590822,-0.999996224860988,1,4.47673105859827,3.52706148667693,2.54391813447604,1.06275056589148,78.9829670507159,88,0.897533716485408,78.9829670507159,87.9972229936129,0.897562040752681,NaN,NaN,100,5.88509808930806,100,6.82737827916296,0.00376967846825198,0.00415778960469366,0.00275358950073322,-0.00314745481726826,22790.5904517908,-27495.0801590822,16.7067931495858,3.52287439033747,1.66489047589968,0.174509720502003,0.638411325617652,0.834420367261125,0.999258120618616,0.437732457029749,0.550362453375017,543.71130311959,540.206563009144,766.44968035407,2,2,3780.03816907151,3780.03816907151,1937,803
