scenario_id,mode,focus,status,duration_s,number_of_towers,number_of_assets,physical_tower_count_reported_by_datastore,active_measurement_types,code_row_count_by_signal,two_way_time_transfer_row_count,postfit_residual_count_by_type,mean_NIS_by_type,NEES,position_RMS_m,clock_RMS_m,relative_shape_raw_RMS_m,relative_shape_solved_RMS_m,swarm_gate_flags,DCB_active_flag,higher_order_ionosphere_active_flag,run_order,tw_tag,wall_s,report_wall_s,epoch_count,measurement_row_count_by_type,ekf_update_dimension_by_epoch,accepted_update_count,rejected_update_count,warning_count,matlab_order_note,group_name,mat_path,pdf_path,release_evidence_level,message
harness_contract,unit,labels,pass,NaN,NaN,NaN,NaN,,,NaN,,,NaN,NaN,NaN,NaN,NaN,,0,0,,,NaN,NaN,NaN,,,NaN,NaN,NaN,,,,,,"Validation harness writes metrics.csv, metrics.mat, and summary.md noninteractively."
labels,unit,labels,pass,NaN,NaN,NaN,NaN,,,NaN,,,NaN,NaN,NaN,NaN,NaN,,0,0,,,NaN,NaN,NaN,,,NaN,NaN,NaN,,,,,,"Battery labels and TW tags reflect active atmosphere, realism, and TWTT EKF physics."
